1.LAYING 2.LAYING 3.LAYING 4.LAYING 5.LAYING 6.LAYING 7.LAYING 8.LAYING 9.LAYING 10.LAYING 11.LAYING 12.LAYING 13.LAYING 14.LAYING 15.LAYING 16.LAYING 17.LAYING 18.LAYING 19.LAYING 20.LAYING 21.LAYING 22.LAYING 23.LAYING 24.LAYING 25.LAYING 26.LAYING 27.LAYING 28.LAYING 29.LAYING 30.LAYING 1.SITTING 2.SITTING 3.SITTING 4.SITTING 5.SITTING 6.SITTING 7.SITTING 8.SITTING 9.SITTING 10.SITTING 11.SITTING 12.SITTING 13.SITTING 14.SITTING 15.SITTING 16.SITTING 17.SITTING 18.SITTING 19.SITTING 20.SITTING 21.SITTING 22.SITTING 23.SITTING 24.SITTING 25.SITTING 26.SITTING 27.SITTING 28.SITTING 29.SITTING 30.SITTING 1.STANDING 2.STANDING 3.STANDING 4.STANDING 5.STANDING 6.STANDING 7.STANDING 8.STANDING 9.STANDING 10.STANDING 11.STANDING 12.STANDING 13.STANDING 14.STANDING 15.STANDING 16.STANDING 17.STANDING 18.STANDING 19.STANDING 20.STANDING 21.STANDING 22.STANDING 23.STANDING 24.STANDING 25.STANDING 26.STANDING 27.STANDING 28.STANDING 29.STANDING 30.STANDING 1.WALKING 2.WALKING 3.WALKING 4.WALKING 5.WALKING 6.WALKING 7.WALKING 8.WALKING 9.WALKING 10.WALKING 11.WALKING 12.WALKING 13.WALKING 14.WALKING 15.WALKING 16.WALKING 17.WALKING 18.WALKING 19.WALKING 20.WALKING 21.WALKING 22.WALKING 23.WALKING 24.WALKING 25.WALKING 26.WALKING 27.WALKING 28.WALKING 29.WALKING 30.WALKING 1.WALKING_DOWNSTAIRS 2.WALKING_DOWNSTAIRS 3.WALKING_DOWNSTAIRS 4.WALKING_DOWNSTAIRS 5.WALKING_DOWNSTAIRS 6.WALKING_DOWNSTAIRS 7.WALKING_DOWNSTAIRS 8.WALKING_DOWNSTAIRS 9.WALKING_DOWNSTAIRS 10.WALKING_DOWNSTAIRS 11.WALKING_DOWNSTAIRS 12.WALKING_DOWNSTAIRS 13.WALKING_DOWNSTAIRS 14.WALKING_DOWNSTAIRS 15.WALKING_DOWNSTAIRS 16.WALKING_DOWNSTAIRS 17.WALKING_DOWNSTAIRS 18.WALKING_DOWNSTAIRS 19.WALKING_DOWNSTAIRS 20.WALKING_DOWNSTAIRS 21.WALKING_DOWNSTAIRS 22.WALKING_DOWNSTAIRS 23.WALKING_DOWNSTAIRS 24.WALKING_DOWNSTAIRS 25.WALKING_DOWNSTAIRS 26.WALKING_DOWNSTAIRS 27.WALKING_DOWNSTAIRS 28.WALKING_DOWNSTAIRS 29.WALKING_DOWNSTAIRS 30.WALKING_DOWNSTAIRS 1.WALKING_UPSTAIRS 2.WALKING_UPSTAIRS 3.WALKING_UPSTAIRS 4.WALKING_UPSTAIRS 5.WALKING_UPSTAIRS 6.WALKING_UPSTAIRS 7.WALKING_UPSTAIRS 8.WALKING_UPSTAIRS 9.WALKING_UPSTAIRS 10.WALKING_UPSTAIRS 11.WALKING_UPSTAIRS 12.WALKING_UPSTAIRS 13.WALKING_UPSTAIRS 14.WALKING_UPSTAIRS 15.WALKING_UPSTAIRS 16.WALKING_UPSTAIRS 17.WALKING_UPSTAIRS 18.WALKING_UPSTAIRS 19.WALKING_UPSTAIRS 20.WALKING_UPSTAIRS 21.WALKING_UPSTAIRS 22.WALKING_UPSTAIRS 23.WALKING_UPSTAIRS 24.WALKING_UPSTAIRS 25.WALKING_UPSTAIRS 26.WALKING_UPSTAIRS 27.WALKING_UPSTAIRS 28.WALKING_UPSTAIRS 29.WALKING_UPSTAIRS 30.WALKING_UPSTAIRS
fBodyGyro.meanFreq.Y -0.091529 0.042281 -0.026682 -0.52689 0.068125 0.023657 -0.453726 -0.19988 -0.321207 0.071313 0.104942 -0.019987 -0.042663 -0.277834 -0.14602 -0.215508 0.015485 -0.055605 -0.15645 -0.0784 -0.40776 -0.143181 -0.147231 -0.181215 -0.262889 -0.066548 -0.019569 -0.349473 0.040139 -0.239925 0.063127 -0.192143 -0.166042 -0.394746 -0.187706 -0.129239 -0.308762 -0.261139 -0.35974 0.067725 -0.102473 -0.19416 -0.106179 -0.341283 -0.154626 -0.174806 -0.148799 -0.150376 -0.393022 -0.314721 -0.161183 -0.273302 -0.08262 -0.281538 -0.300483 -0.384198 -0.159439 -0.32094 -0.173147 -0.312782 -0.044719 -0.17116 -0.316011 -0.364372 -0.162945 -0.195978 -0.298449 -0.197393 -0.34896 -0.164082 0.119201 -0.143868 -0.170676 -0.278004 -0.130161 -0.180189 -0.162737 -0.264498 -0.291797 -0.360072 -0.248811 -0.37446 -0.197835 -0.129027 -0.224934 -0.11866 -0.139056 -0.359312 -0.149854 -0.302349 -0.065775 -0.042701 -0.03799 -0.274666 -0.019186 0.041627 0.273141 -0.102882 0.016482 -0.12211 -0.297177 -0.025458 0.074127 -0.420296 -0.339593 -0.087048 -0.076168 -0.28146 -0.076583 0.001397 -0.017036 -0.114135 0.166489 0.047996 -0.3271 0.132623 0.001986 -0.150925 -0.362824 -0.380732 0.082551 0.077089 -0.109972 -0.185486 -0.007642 0.151126 0.200566 0.071679 -0.003517 -0.00556 -0.255278 0.110212 0.066527 -0.207057 -0.134716 0.079106 -0.074445 -0.235263 0.101341 -0.094529 0.047622 -0.032496 0.088128 0.093588 -0.474769 0.042573 0.232187 -0.064531 -0.376916 -0.286467 -0.473575 -0.130358 -0.339321 -0.491528 -0.138064 -0.129471 -0.054118 -0.184404 -0.414946 -0.421429 -0.635532 -0.351128 -0.293383 -0.521877 -0.46521 -0.311988 -0.210552 -0.502729 -0.1915 -0.260135 -0.101888 -0.170789 -0.136461 -0.067744 -0.549103 -0.095642 -0.125411 -0.251074 -0.666815 -0.642704
fBodyGyro.meanFreq.Z 0.010458 0.055299 0.147686 0.152886 0.04136 0.044523 0.014468 0.213568 -0.055125 0.157621 0.096357 0.04198 0.146509 0.023333 0.000812 0.100236 0.131971 0.193084 0.051865 0.008324 0.266239 0.062725 0.289185 0.258572 -0.139861 0.206193 0.254805 0.123628 0.250308 0.067468 -0.029784 0.040947 -0.038747 -0.145726 0.096683 0.04381 -0.018774 -0.043018 -0.173242 -0.084444 -0.045958 -0.080845 0.013649 -0.083499 -0.008673 0.207113 0.12343 0.103203 -0.147367 -0.144655 0.020882 -0.117975 0.137546 -0.046643 0.036869 0.034511 0.021817 -0.05746 -0.01943 -0.050384 0.100608 0.000227 -0.22912 -0.223109 -0.10918 -0.077875 -0.188117 0.022201 -0.165761 -0.098887 -0.021297 -0.130539 -0.065252 -0.198897 -0.051238 0.007915 0.06018 -0.100456 -0.113976 -0.235151 -0.079643 -0.177197 -0.163987 -0.065061 -0.069934 -0.012086 0.05763 -0.197616 -0.023554 -0.248631 0.000773 0.139752 -0.044508 0.149852 0.167458 0.302875 0.014356 -0.218801 -0.152104 -0.1298 -0.184066 -0.027904 0.126014 -0.36097 -0.048517 -0.285079 -0.163271 -0.235598 -0.033019 -0.089059 -0.140756 0.067717 -0.054473 -0.224672 -0.196973 -0.063103 -0.128721 -0.155076 0.061951 -0.262651 -0.075676 0.136775 0.091007 0.377074 0.211556 0.302964 0.007637 -0.00513 -0.115192 -0.044893 -0.15048 0.041017 -0.034631 -0.113453 -0.064512 -0.121322 -0.154727 -0.21165 0.195665 -0.101962 -0.082776 0.012927 -0.060332 0.020841 -0.191974 -0.013729 0.036724 -0.012251 -0.020166 -0.252763 -0.133374 -0.077342 -0.102014 -0.130134 0.060813 0.010293 -0.346106 -0.296235 -0.507491 -0.135479 -0.183328 -0.224542 -0.240721 -0.501573 -0.219123 -0.419784 -0.349179 -0.322333 -0.15203 -0.268368 -0.36045 -0.147429 -0.413452 -0.34357 -0.254971 -0.216501 -0.430103 -0.303255 -0.201815 -0.483683
fBodyAccMag.mean -0.861768 -0.97511 -0.965524 -0.93939 -0.962235 -0.912352 -0.927977 -0.93228 -0.926604 -0.950848 -0.973994 -0.943867 -0.959535 -0.899464 -0.956001 -0.968021 -0.961046 -0.986788 -0.971957 -0.952827 -0.953769 -0.929819 -0.967747 -0.973171 -0.774482 -0.969269 -0.981389 -0.961036 -0.986801 -0.962841 -0.947783 -0.961274 -0.904186 -0.929002 -0.936291 -0.93575 -0.908957 -0.947982 -0.897718 -0.955281 -0.953066 -0.955944 -0.956902 -0.94059 -0.949752 -0.958335 -0.973627 -0.984781 -0.962633 -0.946913 -0.974829 -0.943078 -0.945838 -0.968905 -0.967018 -0.952411 -0.974766 -0.953928 -0.973347 -0.959923 -0.985356 -0.964052 -0.926969 -0.917614 -0.904641 -0.94595 -0.945611 -0.953746 -0.94633 -0.94011 -0.982255 -0.945218 -0.972394 -0.949715 -0.960337 -0.971083 -0.980968 -0.976798 -0.968911 -0.921226 -0.962291 -0.949044 -0.957986 -0.960066 -0.972355 -0.970605 -0.973186 -0.929146 -0.984548 -0.932047 -0.128623 -0.324289 -0.290032 -0.450805 -0.304992 -0.201387 -0.151244 -0.095217 -0.318801 -0.093024 -0.458514 -0.153116 -0.234601 -0.373517 -0.275156 -0.410463 -0.42938 -0.424387 0.032227 -0.003533 -0.251266 -0.024158 -0.094261 -0.434619 -0.56606 -0.379837 -0.327229 -0.352157 -0.235683 -0.342364 0.096585 0.293425 0.028941 -0.019074 0.155742 0.395958 0.218911 0.301627 0.222204 0.220116 0.090281 0.148017 0.052879 0.471905 0.33115 0.114032 0.058068 -0.241974 0.586638 0.151888 0.239896 0.155527 0.36483 -0.02317 -0.288155 0.075102 0.149816 0.18884 0.115974 0.004102 -0.352396 -0.145319 -0.315866 -0.276825 -0.169262 -0.081948 -0.378619 -0.130265 -0.37289 -0.166867 -0.336061 -0.290005 -0.367523 -0.075985 -0.165242 -0.37065 -0.150306 -0.436561 -0.079629 -0.205009 -0.257894 -0.086691 -0.231383 -0.322301 -0.527908 -0.167566 -0.393929 -0.213519 -0.108306 -0.400588
fBodyAccMag.std -0.798301 -0.975121 -0.96835 -0.937188 -0.962525 -0.905374 -0.910542 -0.917258 -0.92193 -0.944305 -0.976038 -0.942133 -0.949431 -0.859606 -0.945509 -0.958112 -0.949043 -0.987648 -0.964057 -0.941894 -0.944449 -0.913267 -0.958466 -0.971063 -0.651353 -0.966577 -0.980296 -0.957564 -0.9816 -0.964052 -0.928445 -0.955576 -0.874627 -0.919816 -0.925669 -0.939547 -0.886916 -0.931721 -0.869173 -0.941512 -0.948522 -0.950647 -0.93853 -0.929194 -0.941196 -0.942588 -0.9654 -0.982226 -0.952802 -0.942151 -0.974448 -0.926798 -0.92709 -0.965852 -0.961997 -0.934588 -0.970885 -0.952281 -0.971218 -0.943544 -0.982314 -0.960519 -0.921836 -0.89534 -0.886745 -0.944564 -0.937288 -0.938628 -0.940266 -0.945048 -0.981504 -0.939742 -0.970445 -0.9398 -0.950204 -0.957174 -0.975505 -0.973265 -0.964259 -0.918652 -0.960042 -0.943739 -0.955291 -0.949523 -0.970204 -0.963909 -0.967529 -0.923857 -0.982248 -0.921733 -0.398033 -0.577105 -0.456373 -0.651173 -0.519637 -0.421683 -0.351707 -0.360819 -0.513892 -0.370472 -0.584456 -0.408896 -0.438389 -0.45749 -0.458345 -0.592151 -0.565163 -0.565563 -0.324793 -0.389934 -0.43815 -0.381399 -0.407578 -0.590266 -0.632927 -0.537184 -0.550393 -0.511574 -0.393258 -0.469853 -0.18653 -0.021479 -0.233849 -0.263644 0.042853 0.144623 0.021444 -0.156141 0.088867 -0.061674 -0.137123 -0.105125 -0.210913 0.178685 0.153124 -0.053414 -0.061888 -0.344299 0.082863 0.000242 0.079127 -0.05752 -0.045393 -0.175292 -0.359437 0.005749 -0.071212 -0.074059 -0.033087 -0.178535 -0.41626 -0.366728 -0.447994 -0.301006 -0.254092 -0.222161 -0.415307 -0.409283 -0.509929 -0.361438 -0.376028 -0.395285 -0.409066 -0.143254 -0.255659 -0.418924 -0.217393 -0.436219 -0.368253 -0.320241 -0.403358 -0.334126 -0.410048 -0.406283 -0.53612 -0.274226 -0.468708 -0.334626 -0.155994 -0.394508
fBodyAccMag.meanFreq 0.086409 0.266298 0.23699 0.241698 0.292032 0.144605 -0.129091 0.048499 -0.085609 0.260389 0.336011 0.081808 0.081511 -0.131771 0.127358 -0.121302 -0.049468 0.339473 0.168481 0.187758 -0.101803 0.098829 0.035932 0.081125 -0.241575 0.277268 0.36868 0.038386 0.435847 0.176017 0.236655 0.130934 0.02816 0.028092 0.058608 0.128902 -0.011233 0.121543 -0.080613 0.221566 0.198649 0.004878 0.150539 0.015368 0.157506 0.240617 0.12601 0.304581 -0.053858 0.040866 0.250063 -0.054367 0.162285 0.094383 0.194658 0.08908 0.207856 0.0292 0.250971 0.070594 0.284555 0.11965 -0.000333 -0.102972 -0.016942 0.037354 -0.028845 0.110647 0.023574 0.090245 0.233078 0.046899 0.093606 -0.03747 0.032896 0.092492 0.119058 0.044793 0.001781 -0.078437 0.094767 -0.072936 0.061189 -0.049999 0.15396 0.066375 0.177825 -0.088659 0.179958 -0.1115 0.190644 0.393206 0.113494 0.382096 0.149853 0.20009 0.172998 0.204081 0.161673 0.1796 0.093582 0.252268 0.253532 -0.036833 0.078226 0.1756 0.174349 0.131647 0.307395 0.291883 0.23279 0.368621 0.281812 0.153588 0.052649 0.174398 0.243536 0.10745 0.099827 0.048316 0.119187 0.093832 0.043962 0.101078 -0.013706 0.106479 0.003803 0.229145 -0.049827 0.164429 0.031673 0.078615 0.082141 0.000464 -0.058179 0.020139 -0.055363 -0.076841 0.226462 -0.102475 0.011702 0.130783 0.167847 -0.036442 -0.172166 -0.152993 0.06402 0.040698 0.020422 -0.072483 -0.097743 0.10768 0.023822 -0.108017 -0.020495 -0.014015 -0.089228 0.207071 -0.001954 0.087905 -0.137089 -0.001118 -0.150905 -0.168724 -0.038302 -0.09374 -0.184409 -0.218616 0.167005 0.027469 0.029335 0.293745 -0.011162 -0.113727 -0.273262 -0.017224 -0.012684 0.020205 -0.145078 -0.312338
fBodyBodyAccJerkMag.mean -0.9333 -0.985374 -0.97595 -0.962287 -0.977356 -0.948655 -0.968066 -0.961793 -0.954321 -0.968561 -0.976941 -0.962448 -0.980754 -0.967989 -0.973681 -0.987515 -0.979687 -0.988548 -0.980622 -0.979695 -0.978444 -0.962655 -0.985906 -0.983108 -0.960083 -0.989138 -0.988099 -0.973436 -0.993998 -0.969949 -0.985262 -0.983875 -0.965889 -0.962501 -0.96444 -0.948349 -0.970954 -0.980932 -0.95305 -0.985901 -0.975315 -0.971715 -0.988349 -0.972985 -0.984689 -0.983969 -0.991427 -0.990407 -0.983752 -0.97173 -0.985342 -0.968908 -0.974121 -0.98447 -0.987942 -0.989482 -0.988773 -0.969179 -0.990094 -0.985826 -0.992542 -0.977065 -0.948627 -0.956139 -0.941826 -0.955914 -0.967418 -0.979746 -0.963243 -0.951634 -0.988637 -0.960859 -0.981978 -0.970214 -0.979079 -0.986503 -0.990163 -0.984987 -0.979135 -0.940008 -0.970634 -0.959744 -0.973798 -0.972251 -0.982294 -0.982877 -0.984152 -0.952728 -0.989794 -0.953358 -0.057119 -0.169064 -0.186765 -0.318588 -0.269482 -0.055401 -0.038419 -0.123834 -0.316871 0.020519 -0.395116 -0.029912 -0.152112 -0.431591 -0.289754 -0.378278 -0.335939 -0.414038 0.073018 0.054527 -0.14401 0.065973 -0.018071 -0.418641 -0.564591 -0.293358 -0.259934 -0.360811 -0.108978 -0.34718 0.026218 0.222247 -0.049478 -0.175295 0.009184 0.243834 0.06739 0.331528 0.007169 0.156978 -0.097455 0.076997 -0.028216 0.186223 0.158413 -0.074566 -0.18868 -0.383399 0.538405 0.013792 0.112443 0.022478 0.33501 -0.20083 -0.471642 -0.153172 0.010858 -0.012882 0.000449 -0.125961 -0.442652 -0.189511 -0.412921 -0.397406 -0.264675 -0.169868 -0.454783 -0.131851 -0.419533 -0.153553 -0.475929 -0.320884 -0.4251 -0.288744 -0.261957 -0.475598 -0.3603 -0.574481 -0.187391 -0.215014 -0.355444 -0.045802 -0.302968 -0.429801 -0.654795 -0.29497 -0.46077 -0.294433 -0.239108 -0.549785
fBodyBodyAccJerkMag.std -0.921804 -0.984568 -0.975305 -0.958037 -0.976382 -0.951553 -0.965359 -0.963791 -0.955095 -0.965378 -0.975127 -0.961653 -0.978044 -0.963607 -0.97253 -0.987247 -0.979657 -0.989711 -0.979452 -0.979565 -0.977605 -0.955636 -0.98654 -0.983285 -0.963601 -0.987901 -0.988175 -0.972336 -0.994367 -0.968088 -0.981606 -0.984124 -0.966569 -0.961585 -0.966545 -0.947305 -0.968495 -0.97932 -0.949395 -0.983267 -0.972289 -0.972951 -0.988332 -0.972959 -0.983276 -0.982191 -0.99032 -0.991044 -0.983687 -0.972598 -0.986992 -0.967026 -0.972117 -0.985614 -0.987619 -0.989521 -0.988532 -0.970823 -0.989823 -0.985295 -0.992536 -0.97516 -0.948207 -0.960032 -0.943602 -0.955382 -0.969092 -0.979135 -0.963593 -0.952106 -0.988021 -0.964146 -0.980621 -0.969678 -0.980184 -0.985913 -0.989472 -0.986277 -0.979179 -0.936025 -0.971926 -0.956654 -0.975054 -0.973196 -0.982083 -0.981129 -0.983022 -0.954963 -0.990328 -0.94664 -0.103492 -0.164092 -0.089852 -0.320459 -0.305685 -0.0965 -0.022138 -0.276436 -0.322338 0.050209 -0.417447 -0.013954 -0.113592 -0.453426 -0.342412 -0.441448 -0.211232 -0.444453 -0.022287 -0.031065 -0.018673 0.158287 -0.045737 -0.40298 -0.519004 -0.268948 -0.279732 -0.436273 -0.169506 -0.366537 -0.104052 0.227481 -0.159102 -0.280427 -0.089736 0.154809 0.107857 0.134735 0.070553 0.038027 -0.173662 0.042063 -0.070989 0.194263 0.150508 -0.091962 -0.236539 -0.386565 0.316346 0.079038 0.063205 -0.11853 0.224481 -0.082755 -0.502225 -0.067941 -0.113626 -0.08836 -0.079771 -0.133124 -0.53306 -0.260424 -0.480609 -0.497324 -0.378617 -0.177735 -0.497441 -0.379266 -0.484936 -0.334365 -0.513703 -0.346565 -0.491091 -0.409848 -0.391313 -0.519931 -0.437383 -0.587926 -0.434671 -0.28045 -0.477722 -0.1513 -0.454325 -0.459648 -0.703434 -0.393715 -0.473012 -0.374496 -0.280584 -0.580878
fBodyBodyAccJerkMag.meanFreq 0.266391 0.341759 0.238611 0.274027 0.197005 0.182525 0.217605 0.350823 0.167003 0.212826 0.295748 0.157065 0.300751 0.175723 0.273485 0.353266 0.374274 0.393636 0.211317 0.262707 0.299648 0.208853 0.338095 0.347309 0.200494 0.350704 0.405105 0.266859 0.488088 0.172121 0.351852 0.280062 0.286796 0.227198 0.245937 0.171845 0.18123 0.306788 0.09747 0.324762 0.192259 0.255191 0.360646 0.198414 0.242818 0.320055 0.381521 0.459091 0.268457 0.229713 0.327937 0.207315 0.199534 0.353544 0.30044 0.336787 0.357921 0.229112 0.336233 0.318769 0.42222 0.304872 0.129816 0.201262 0.140972 0.190944 0.256759 0.308061 0.200538 0.19732 0.333099 0.176599 0.298745 0.214252 0.293685 0.344674 0.426849 0.361014 0.290737 -0.006134 0.291946 0.10697 0.261656 0.293292 0.308448 0.221668 0.329014 0.133308 0.388021 0.049475 0.093822 0.207501 -0.117164 0.111486 -0.004973 -0.009229 -0.012745 0.17619 0.15924 -0.071285 0.084454 0.018449 0.118031 0.164708 0.016417 0.0922 0.02741 0.089329 0.124998 0.086482 0.201672 0.097646 0.151736 0.10285 0.135339 0.042362 0.016211 0.123016 -0.043792 0.115011 0.076492 0.018836 0.043497 0.092624 0.110968 -0.001607 -0.037384 0.181423 -0.08245 0.125206 0.033748 0.041524 0.026643 -0.001709 -0.079966 -0.014841 -0.044595 0.00593 0.174679 -0.112876 0.010641 0.138398 0.057987 -0.001985 -0.00026 -0.084572 0.103796 0.0546 0.032732 -0.12521 0.085352 -0.011917 0.090494 0.049746 0.124513 -0.061238 0.045864 0.274549 0.02576 0.178735 0.014901 0.084226 -0.027838 0.039929 0.10096 0.067344 -0.089014 -0.029034 0.296851 -0.020223 0.167902 0.187559 0.148282 0.007767 0.027897 0.057155 0.116287 0.172326 -0.001643 -0.048476
fBodyBodyGyroMag.mean -0.86219 -0.972113 -0.964587 -0.961557 -0.968257 -0.930154 -0.941131 -0.944529 -0.918605 -0.937693 -0.967093 -0.945497 -0.957682 -0.930152 -0.946813 -0.97025 -0.969014 -0.984329 -0.965625 -0.969832 -0.962349 -0.946056 -0.966239 -0.964001 -0.910127 -0.974305 -0.979891 -0.944218 -0.984001 -0.962001 -0.958436 -0.971841 -0.946665 -0.94877 -0.94476 -0.929726 -0.933082 -0.965807 -0.934438 -0.97446 -0.9698 -0.958512 -0.973258 -0.963321 -0.973762 -0.954061 -0.983369 -0.986535 -0.964239 -0.953399 -0.97784 -0.951953 -0.952293 -0.977974 -0.979351 -0.976464 -0.979483 -0.960298 -0.980269 -0.973876 -0.984618 -0.961776 -0.913682 -0.914209 -0.904544 -0.926664 -0.938705 -0.964564 -0.929769 -0.937787 -0.982577 -0.902357 -0.957489 -0.944406 -0.956734 -0.975449 -0.984291 -0.972353 -0.958578 -0.879438 -0.956723 -0.932065 -0.944584 -0.963922 -0.968972 -0.972333 -0.975526 -0.909652 -0.98088 -0.917449 -0.199253 -0.530705 -0.569756 -0.609286 -0.484263 -0.329681 -0.19291 -0.301242 -0.513797 -0.412617 -0.610223 -0.442504 -0.267472 -0.311386 -0.489166 -0.669229 -0.518618 -0.620331 -0.095246 -0.052007 -0.409516 -0.438379 0.185078 -0.534509 -0.562733 -0.551928 -0.519452 -0.514602 -0.416818 -0.358344 -0.18572 -0.320839 -0.332377 -0.429213 -0.349338 -0.014374 -0.255045 -0.000363 -0.34754 -0.312348 -0.45617 -0.344938 -0.206122 -0.078757 -0.373899 -0.488254 -0.409439 -0.604735 0.20398 -0.100566 -0.406392 -0.338417 0.150826 -0.374299 -0.485764 -0.33451 -0.359114 -0.223355 -0.38146 -0.356772 -0.325961 -0.450612 -0.514212 -0.575794 -0.392565 -0.230627 -0.533983 -0.229611 -0.531483 -0.265372 -0.5501 -0.594033 -0.485477 0.048859 -0.453694 -0.630547 -0.504067 -0.654029 -0.28884 -0.286628 -0.47537 -0.369902 -0.380388 -0.564665 -0.567153 -0.556085 -0.607668 -0.534835 -0.357214 -0.449151
fBodyBodyGyroMag.std -0.824319 -0.961098 -0.955442 -0.9471 -0.959263 -0.928695 -0.918893 -0.936787 -0.903401 -0.933701 -0.954849 -0.940374 -0.946133 -0.91776 -0.923682 -0.958975 -0.960024 -0.981469 -0.957496 -0.964206 -0.949737 -0.923552 -0.959026 -0.961369 -0.850661 -0.966139 -0.971806 -0.931675 -0.976679 -0.952644 -0.932198 -0.961386 -0.92545 -0.928851 -0.934747 -0.929549 -0.895805 -0.953251 -0.906471 -0.96246 -0.960711 -0.948461 -0.964268 -0.946518 -0.963378 -0.938863 -0.974711 -0.981253 -0.950484 -0.943726 -0.972027 -0.933563 -0.938681 -0.969106 -0.970322 -0.963651 -0.970528 -0.953534 -0.971011 -0.959514 -0.978466 -0.956789 -0.88344 -0.887194 -0.868914 -0.923109 -0.919848 -0.95412 -0.91091 -0.922962 -0.977438 -0.850033 -0.946857 -0.934816 -0.928838 -0.963575 -0.977263 -0.959113 -0.936724 -0.849127 -0.947763 -0.900222 -0.924805 -0.954407 -0.96109 -0.962968 -0.9654 -0.87846 -0.975939 -0.888872 -0.321018 -0.651793 -0.632643 -0.593937 -0.589742 -0.510648 -0.343895 -0.32746 -0.562715 -0.49976 -0.599745 -0.494802 -0.379952 -0.265505 -0.48175 -0.721137 -0.61532 -0.668908 -0.141598 -0.19621 -0.512249 -0.464019 -0.061477 -0.668033 -0.529262 -0.609466 -0.546888 -0.516812 -0.429157 -0.331542 -0.39835 -0.372577 -0.322441 -0.457674 -0.484141 -0.242354 -0.39691 -0.25559 -0.424171 -0.38778 -0.380559 -0.423554 -0.40056 -0.223927 -0.349387 -0.47994 -0.428869 -0.533845 0.032037 -0.151682 -0.48449 -0.341864 -0.21893 -0.470147 -0.423707 -0.392991 -0.397984 -0.362904 -0.323025 -0.252362 -0.182986 -0.43862 -0.445182 -0.55249 -0.440445 -0.318174 -0.444994 -0.183326 -0.456841 -0.166969 -0.381223 -0.564435 -0.470771 0.23666 -0.308586 -0.532487 -0.496445 -0.533045 -0.377133 -0.360948 -0.483407 -0.234023 -0.470492 -0.549071 -0.386613 -0.569632 -0.523336 -0.528187 -0.074331 -0.151472
fBodyBodyGyroMag.meanFreq -0.139775 0.018564 -0.02293 -0.259852 0.102442 0.119318 -0.265784 -0.062056 -0.206344 0.216535 0.0406 0.002206 0.050208 -0.190837 -0.196344 -0.124999 -0.046557 0.159375 0.077865 0.011692 -0.206573 -0.078614 0.102453 0.054428 -0.33485 0.111741 0.174312 -0.181136 0.23376 -0.080205 -0.000262 -0.106359 -0.115526 -0.200085 -0.005784 0.046174 -0.142831 -0.141126 -0.19597 0.005813 -0.039897 -0.111982 0.007675 -0.171971 -0.054404 0.000688 -0.018176 0.049256 -0.192452 -0.17498 0.044966 -0.171071 0.125457 -0.103805 -0.091144 -0.185666 -0.023077 -0.137706 -0.06966 -0.146609 -0.028606 -0.066127 -0.309822 -0.286128 -0.157769 -0.07012 -0.187182 -0.10878 -0.174954 -0.226493 -0.047849 -0.261497 -0.116505 -0.191031 -0.199914 -0.083594 -0.115635 -0.21256 -0.247024 -0.305415 -0.141992 -0.382819 -0.122 -0.221537 -0.169383 -0.144605 -0.165714 -0.317384 -0.072335 -0.318309 0.268844 0.305284 0.180946 0.06973 0.250621 0.29311 0.300316 0.089001 0.127416 0.1291 -0.074837 0.146075 0.302577 -0.039835 -0.045881 0.179727 0.351565 0.175639 0.174359 0.206699 0.385568 0.210282 0.409522 0.351492 -0.151514 0.220812 0.148717 -0.001985 0.03518 -0.068887 0.349614 0.103971 -0.05167 0.060029 0.204634 0.230693 0.235201 0.267676 0.065678 0.077436 -0.169884 0.11354 0.257421 0.080035 -0.110971 0.041547 -0.025892 -0.159221 0.163418 -0.037411 0.130888 -0.058108 0.402651 0.164773 -0.159589 0.005991 0.098853 0.114889 -0.101592 -0.175931 -0.219303 -0.022753 -0.177731 -0.150274 -0.0234 0.014481 -0.165201 -0.128115 -0.259963 -0.194447 -0.377996 -0.107078 -0.104131 -0.287413 -0.291978 -0.279231 -0.103521 -0.338126 0.07507 0.004611 -0.01843 -0.224892 0.079223 -0.06124 -0.414532 -0.025513 -0.128116 -0.05264 -0.399892 -0.456639
